ID,title,year_of_commissioning,area_sq_m,apartment_storey,district,location,price_m2,loc_mid,location_group
1731,Bzd ogoomor khotkhon 47.38 mkw 2 oroo bair,2021,47.38,4,Bayanzurkh,Ogoomor zakhыn zuun,2.490502322,Ogoomor zakhыn zuun,Ogoomor zakh
4204,Bgd khoroolold 2 oroo 1 dawkharыn bair,2008,51,1,Bayangol,"3, 4 khoroolol",2.490196078,"3, 4 khoroolol","3, 4-r khoroolol"
5111,3.4-r khoroolold 2oroo bair,1998,51,1,Bayangol,"3, 4 khoroolol",2.490196078,"3, 4 khoroolol","3, 4-r khoroolol"
7413,Gemteliin emneleg yawakh golыn zam daguu 2 oroo bair,2008,51,1,Bayangol,"3, 4 khoroolol",2.490196078,"3, 4 khoroolol","3, 4-r khoroolol"
1302,YAarmag artsat apartmyent-2 78.31mkw 3 oroo,2023,78.31,3,KHan-Uul,YAarmag,2.490103435,YAarmag,Yarmag
3954,Bzd 16-r khoroolol mongol khotkhond 66s bair 2 oroo bair,2015,49.81,7,Bayanzurkh,16-r khoroolol,2.489459948,16-r khoroolol,Tsaiz
3038,Grand residence-d 2 oroo bair,2023,47,2,Bayanzurkh,Ofitsyer,2.489361702,Ofitsyer,Officer
2901,Artsat orgoo,2023,50.22,16,KHan-Uul,Busad,2.489048188,Artsat orgoo,Yarmag
6409,"KHud, 11-r khoroo, mogul taun khotkhonы 3 oroo bair",2014,82.77,9,KHan-Uul,Zaisan,2.488824453,Zaisan,Zaisan
5931,Zaisand 108m2 4 oroo bair,2012,108.49,3,KHan-Uul,Zaisan,2.488708637,Zaisan,Zaisan
514,3-khoroolol khokh suwd khotkhon 3 oroo,2023,44,9,Bayangol,"3, 4 khoroolol",2.488636364,"3, 4 khoroolol","3, 4-r khoroolol"
2285,Artsat apartmyent 2-t 2 oroo,2022,57,12,KHan-Uul,YAarmag,2.488596491,YAarmag,Yarmag
6930,YAarmag artsat 2 -t 2 oroo 57m2,2022,57,10,KHan-Uul,YAarmag,2.488596491,YAarmag,Yarmag
2920,2 oroo bair,2013,43.8,2,Bayanzurkh,Busad,2.488584475,0,#N/A
5335,Garden residence khotkhond 74.34 mkw 3 oroo bair,2021,74.34,9,Bayanzurkh,CHuluun owoo,2.488566048,CHuluun owoo,Botanik
6990,CHuluun owoo 3 oroo bair,2021,74.34,9,Bayanzurkh,CHuluun owoo,2.488566048,CHuluun owoo,Botanik
2510,Sky residence 3 khotkhond 2 oroo,2022,47.42,16,Bayanzurkh,16-r khoroolol,2.488401518,16-r khoroolol,Tsaiz
3257,Sky residence3 47.42 mkw 2 oroo,2022,47.42,16,Bayanzurkh,16-r khoroolol,2.488401518,16-r khoroolol,Tsaiz
2933,Moskwa khoroollыn esreg tald 42.2 mkw 2 oroo,2011,42.2,3,Bayangol,1-r khoroolol,2.488151659,1-r khoroolol,1-r khoroolol
1684,KHuree khotkhon 3 oroo,2020,64.32,5,KHan-Uul,Nisekh,2.487562189,Nisekh,Nisekh
6294,"KHuree khotkhond 64,32m2 3 oroo",2020,64.32,5,KHan-Uul,Busad,2.487562189,Khuree khotkhon,Nisekh
356,Orgil khoroolol 1 oroo,2022,38.6,9,Songino KHairkhan,21-r khoroolol,2.487046632,21-r khoroolol,21-r khoroolol
2691,Serena town-d 3 oroo,2023,72,3,Bayanzurkh,Amgalan,2.486111111,Amgalan,Amgalan
4603,"Bzd, 19-r khoroo 2oroo bair",2016,48.27,15,Bayanzurkh,16-r khoroolol,2.486016159,16-r khoroolol,Tsaiz
5582,2oroo bair,2016,48.27,15,Bayanzurkh,Busad,2.486016159,0,#N/A
4687,Bzd haldwartiin emnelegiin zvvn tald 1oroo bair 35m2,2013,35,2,Bayanzurkh,Zuun 4 zam,2.485714286,Zuun 4 zam,Zuun 4 zam
5599,YAarmag tomyo surguuli garden city khotkhonы urd riva residence shine 3oroo bair,2023,84.5,6,KHan-Uul,YAarmag,2.485207101,YAarmag,Yarmag
2847,"Bzd 16-iin awtobusnы buudalыn chankh ard enkh orgoo khotkhond 33,14 mkw 2 oroo bair",2023,33,2,Bayanzurkh,16-r khoroolol,2.484848485,16-r khoroolol,Tsaiz
6719,"Bzd, kino uildwer, khappi taun khotkhond 2 oroo bair",2016,56.35,1,Bayanzurkh,Busad,2.48447205,Kino uildver,Jukov
4411,Goldyen park khotkhond 1 oroo,2012,31,14,Bayangol,10-r khoroolol,2.483870968,10-r khoroolol,10-r khoroolol
3598,Tomor zamыn deed surguuliin baruun tald 2 oroo bair,1992,60,4,Bayangol,25-r emiin san,2.483333333,25-r emiin san,Tomor zam
5006,Tomor zamыn deed surguuliin baruun tald 2 oroo,1992,60,4,Bayangol,Baruun 4 zam,2.483333333,Baruun 4 zam,Baruun 4 zam
940,KHanbogd khoroolol 3 oroo,2020,83,8,KHan-Uul,YAarmag,2.48313253,YAarmag,Yarmag
3653,"100 aild 58,4 m.kw 2 oroo",2014,58.4,3,Sukhbaatar,100 ail,2.482876712,100 ail,100 ail
4568,Zaisan bogd uulruu yawakh zamd mogul khotkhond 3 oroo,2015,83,9,KHan-Uul,Zaisan,2.481927711,Zaisan,Zaisan
6533,"KHud, tuulыn khowoond, shine torkh khotkhond 147mwk 4 oroo",2008,147,1,KHan-Uul,Zaisan,2.480952381,Zaisan,Zaisan
4918,"Bzd, sansart ktms-ыn chankh khoino, shuukhiin baruun tald 2 oroo bair",2017,50.39,6,Bayanzurkh,Sansar,2.480650923,Sansar,Sansar
2198,KHoroolold 2 oroo oron suuts,2009,76.62,4,Bayangol,"3, 4 khoroolol",2.479770295,"3, 4 khoroolol","3, 4-r khoroolol"
5655,Enguun-1khotkhond 3 oroo bair,2022,52.24,4,Bayanzurkh,CHuluun owoo,2.478943338,CHuluun owoo,Botanik
2856,13t 1 oroo bair,2014,35.1,7,Bayanzurkh,13-r khoroolol,2.478632479,13-r khoroolol,13-r khoroolol
6865,KHangari siti - 1,2020,54.48,1,KHan-Uul,Busad,2.477973568,Khangarid city 1,Yarmag
2016,"Nisekhiin toirog 2 oroo bair 40,36m2",2017,40.36,9,KHan-Uul,Nisekh,2.477700694,Nisekh,Nisekh
2288,Sport tsogtsolborыn baruun tald 2oroo,2015,40.36,8,KHan-Uul,Nisekh,2.477700694,Nisekh,Nisekh
389,10 khoroolol goldyen park,2010,44,14,Bayangol,10-r khoroolol,2.477272727,10-r khoroolol,10-r khoroolol
4596,Mogul town 3 oroo 82m2,2016,82.77,8,KHan-Uul,Busad,2.476742781,Zaisan Mogul,Zaisan
1072,Mongol 3r surguuliin ard atimos 4 oroo bair,2006,105,5,Sukhbaatar,100 ail,2.476190476,100 ail,100 ail
1499,Sansart 1 oroo,2017,21,1,Bayanzurkh,Busad,2.476190476,Sansar,Sansar
5311,Viva city 1 uruu,2004,30.3,3,KHan-Uul,Viva city,2.475247525,Viva city,Yarmag
4621,Duukhee towiin awtobusnы buudlыn urd,1989,40,7,Bayangol,"3, 4 khoroolol",2.475,"3, 4 khoroolol","3, 4-r khoroolol"
5101,5shard wita apartmyent shine 2oroo,2022,48,2,Songino KHairkhan,5 shar,2.475,5 shar,5 shar
5152,"Bgd 3,4-r khoroolol 3 oroo bair",1980,80,3,Bayangol,"3, 4 khoroolol",2.475,"3, 4 khoroolol","3, 4-r khoroolol"
4077,rich apartmyentd 1 oroo bair,2019,48.9,6,Bayangol,Altai khotkhon,2.474437628,Altai khotkhon,Altai khotkhon
2365,Gemteliin zam daguu 54 -r surguuliin khajuud 1 oroo bair 38.4m2,2012,38.4,8,Bayangol,Busad,2.473958333,Gemtel,"3, 4-r khoroolol"
5449,"YAarmag, griin art/green art khotkhond 2 oroo bair",2021,50.56,3,KHan-Uul,YAarmag,2.472310127,YAarmag,Yarmag
3189,1 oroo bair,2014,25.9,7,Songino KHairkhan,5 shar,2.471042471,5 shar,5 shar
123,Goldyen park khotkhond 2oroo,2012,51,16,Bayangol,Busad,2.470588235,Golden park,Tomor zam
4296,Elegance apartment 1 oroo bair,2022,34,11,KHan-Uul,Busad,2.470588235,Elegance apartment,Nisekh
3164,Bzd 16-r khoroo ofitsyerыn toirogoos khoish 48m2 2 oroo bair,2005,48.6,2,Bayanzurkh,16-r khoroolol,2.469135802,16-r khoroolol,Tsaiz
2081,KHaruul altai khotkhonы zuun tald 2 oroo bair,2016,32,4,Bayanzurkh,Busad,2.46875,Kharuul altai khotkhon,Botanik
2326,TSelmeg khotkhond 2 oroo,2016,83.07,4,KHan-Uul,TSelmeg khotkhon,2.467798242,TSelmeg khotkhon,Misheel
2109,Nisekhiin buyant ukhaa-1 khoroolold 3 oroo bair,2015,66.88,2,KHan-Uul,Nisekh,2.467105263,Nisekh,Nisekh
7617,Buyant-ukhaa1 -d 66.88 mkw talbaitai 3 oroog dulaan zogsoolыn khamt,2015,66.88,2,KHan-Uul,YAarmag,2.467105263,YAarmag,Yarmag
4732,YAarmag artsat orgoo 2 oroo,2023,52.7,4,KHan-Uul,YAarmag,2.466793169,YAarmag,Yarmag
1814,5r surguuliin khuuchnы 3 oroo oron suuts,1980,75,2,CHingeltei,Baga toirog,2.466666667,Baga toirog,"40, 50 myangat"
2717,Wiwa siti khotkhond tuul golruu kharsan zaswartai 30.5mkw 1 oroo oron suu,2014,30,3,KHan-Uul,Viva city,2.466666667,Viva city,Yarmag
2880,Artsatad 3 oroo bair,2022,75,2,KHan-Uul,YAarmag,2.466666667,YAarmag,Yarmag
4839,Zaisand 5 oroo,2011,150,10,KHan-Uul,Busad,2.466666667,Zaisan,Zaisan
5887,Artsat apartmyent-2 khotkhond 3 oroo,2022,75,12,KHan-Uul,Busad,2.466666667,Artsat apartment 2,Yarmag
3188,Nisekhiin soul gardyen khotkhond 2 oroo bair,2022,44,6,KHan-Uul,Nisekh,2.465909091,Nisekh,Nisekh
2795,Artsat apartmyent 2 khotkhond 56mkw 2 oroo,2022,56.78,12,KHan-Uul,YAarmag,2.465656921,YAarmag,Yarmag
3702,Nisekhiin anar khotkhond 1oroo bair,2014,28,6,KHan-Uul,Nisekh,2.464285714,Nisekh,Nisekh
5324,"Bzd, nomintoi bairand 2 oroo bair",2014,56,4,Bayanzurkh,Busad,2.464285714,BZD,Officer
2207,16-r khoroolold 2oroo bair,2019,43.83,15,Bayanzurkh,16-r khoroolol,2.464065708,16-r khoroolol,Tsaiz
711,"Skhd 16-r khoroo, kharkhorin zakh-n khoino 68.6mkw 3 oroo",2011,69,5,Songino KHairkhan,1-r khoroolol,2.463768116,1-r khoroolol,1-r khoroolol
4156,Arga bileg hothon 2 uruu bair 54m2,2023,54,12,Sukhbaatar,Busad,2.462962963,Arga bileg khotkhon,Dolgoon nuur
4890,Ulaankhuaran gardyen16 khotkhond 2 oroo,2023,54,9,Bayanzurkh,Busad,2.462962963,Garden16,Officer
7264,Z oroo 67m2,2016,67,3,Bayanzurkh,11-r khoroolol,2.462686567,11-r khoroolol,11-r khoroolol
3707,KHoroolold 3 oroo bair 52.8m2,2012,52.8,4,Bayangol,"3, 4 khoroolol",2.462121212,"3, 4 khoroolol","3, 4-r khoroolol"
288,Sansarыn bayaantseeliin khoino 3 oroo bair,1997,65,5,Bayanzurkh,15-r khoroolol,2.461538462,15-r khoroolol,Jukov
5481,Buyant ukhaa 1d 2 oroo 52m2 bair,2015,52,5,KHan-Uul,Nisekh,2.461538462,Nisekh,Nisekh
6833,"Nisekhed 2 oroo bair 38,6m2",2023,38.6,9,KHan-Uul,Nisekh,2.461139896,Nisekh,Nisekh
1216,Buyant ukhaa2 khoroollыn tsetserlegiin khajuud 1dawkhrыn 2 oroo,2016,56.08,1,KHan-Uul,Nisekh,2.460770328,Nisekh,Nisekh
2914,2oroo bair,2023,52.84,10,KHan-Uul,Nisekh,2.460257381,Nisekh,Nisekh
133,"YAarmag, artsat 2 deer ashiglaltad orson 3 oroo,",2022,79.6,9,KHan-Uul,YAarmag,2.460050251,YAarmag,Yarmag
397,21r khoroolol 1 oroo,2015,32.53,9,Songino KHairkhan,21-r khoroolol,2.459268368,21-r khoroolol,21-r khoroolol
4275,3 oroo,2021,64.25,3,KHan-Uul,YAarmag,2.459143969,YAarmag,Yarmag
2859,Altai khotkhond 1 dawkharыn 2 oroo,2015,61,1,Bayangol,Altai khotkhon,2.459016393,Altai khotkhon,Altai khotkhon
3907,YAarmagt 1 oroo bair,2013,30.5,3,KHan-Uul,YAarmag,2.459016393,YAarmag,Yarmag
7472,10-r khoroolol 61m2 2 oroo,2015,61,1,Bayangol,10-r khoroolol,2.459016393,10-r khoroolol,10-r khoroolol
1147,Bzd-ыn 16 -r khoroolol 2 oroo bair,2016,48,1,Bayanzurkh,16-r khoroolol,2.458333333,16-r khoroolol,Tsaiz
3040,Sky residence-d 2 oroo bair,2022,48,16,Bayanzurkh,Ofitsyer,2.458333333,Ofitsyer,Officer
6709,2 oroo bair ulaanhuarand,2019,53.75,7,Bayanzurkh,16-r khoroolol,2.455813953,16-r khoroolol,Tsaiz
2187,KHanbogd khoroolold 2 oroo bair,2017,55,10,KHan-Uul,YAarmag,2.454545455,YAarmag,Yarmag
3116,Akhmadыn khoroollыn zuun ard green resort khotkhond 55mkw 3 oroo,2012,55,7,Bayanzurkh,Ogoomor zakhыn zuun,2.454545455,Ogoomor zakhыn zuun,Ogoomor zakh
5060,3 oroo,2014,55,7,Bayanzurkh,Ogoomor zakhыn zuun,2.454545455,Ogoomor zakhыn zuun,Ogoomor zakh
5737,Gemtliin emnelgiin chankh khoino narlag khotkhond 55 mkw 3 oroo oron suuts,2012,55,5,Bayangol,"3, 4 khoroolol",2.454545455,"3, 4 khoroolol","3, 4-r khoroolol"
5791,KHoroolold 3oroo,2013,55,5,Bayangol,"3, 4 khoroolol",2.454545455,"3, 4 khoroolol","3, 4-r khoroolol"
6417,Gemliin emnelgiin khoino narlag khotkhond 55 mkw 3 oroo bair,2009,55,5,Bayangol,Busad,2.454545455,Narlag orgoo khotkhon,National park
7448,2 uruu bair,1989,55,9,Bayangol,"3, 4 khoroolol",2.454545455,"3, 4 khoroolol","3, 4-r khoroolol"
1507,1 uruu 37.7m2,2023,37.7,5,Bayanzurkh,16-r khoroolol,2.453580902,16-r khoroolol,Tsaiz
848,2oroo bair,2022,55.92,3,KHan-Uul,Busad,2.453505007,0,#N/A
1973,Niseh sport ordonii hajuud 2oroo bair,2017,40.36,9,KHan-Uul,Nisekh,2.452923687,Nisekh,Nisekh
2018,KHan uul 2 oroo baip 106says yariad 99sayd ugnu,2017,40.36,9,KHan-Uul,Nisekh,2.452923687,Nisekh,Nisekh
7490,Nisehiin toirogiin baruun sport ordonii hajuud 2oroo bair 40.36m2,2017,40.36,9,KHan-Uul,Nisekh,2.452923687,Nisekh,Nisekh
6781,2 oroo bair,2023,53,12,Bayanzurkh,Ofitsyer,2.452830189,Ofitsyer,Officer
6613,"Bzd, 16 khoroolol, 16 khoroo, ulaankhuaran gudamj, 25a bairand 55.06mkw 2 oroo bair",2010,55,5,Bayanzurkh,Ofitsyer,2.452727273,Ofitsyer,Officer
5855,Ogoomor khotkhond 2 oroo bair,2016,51,7,Bayanzurkh,Ogoomor zakhыn zuun,2.450980392,Ogoomor zakhыn zuun,Ogoomor zakh
4300,Homeland khotkhond 3oroo,2012,91,9,Bayanzurkh,Busad,2.450549451,Homeland khotkhon,Natur
6098,Ulaan huarand 3 uruu bair,2017,55.06,5,Bayanzurkh,16-r khoroolol,2.450054486,16-r khoroolol,Tsaiz
7213,Artsat 2 khotkhond 78.31mk 3 oroo,2022,78.31,3,KHan-Uul,YAarmag,2.450006385,YAarmag,Yarmag
138,Artsat 2 khotkhond 3 oroo,2022,79.6,9,KHan-Uul,YAarmag,2.45,YAarmag,Yarmag
1240,Zaisand 4 oroo bair,2010,150,5,KHan-Uul,UB Town,2.45,UB Town,Misheel
1734,Artsat apartmyent-2 khotkhond 3oroo bair,2022,79.6,9,KHan-Uul,YAarmag,2.45,YAarmag,Yarmag
2398,Baganat khoroolold 39mkw 1 oroo,2023,39,7,Bayanzurkh,16-r khoroolol,2.45,16-r khoroolol,Tsaiz
3357,Elegance khotkhond 63.39mkw 3 oroo bair,2023,63.39,12,KHan-Uul,Sonsgolon,2.45,Sonsgolon,Nisekh
3383,TSaiz zakhыn baruun tald sky residence 2 khotkhond 51.19 mkw 2 oroo bair,2023,51.19,10,Bayanzurkh,16-r khoroolol,2.45,16-r khoroolol,Tsaiz
3384,Ulaankhuarand 3 oroo,2022,75,9,Bayanzurkh,Ofitsyer,2.45,Ofitsyer,Officer
3926,Sodon khoroolol 50m2 khyamd bair zarlaa.,2018,50,10,Songino KHairkhan,21-r khoroolol,2.45,21-r khoroolol,21-r khoroolol
3976,Artsat apartmyent-2t 75mw 3 oroo,2022,75,13,KHan-Uul,YAarmag,2.45,YAarmag,Yarmag
4261,Artsat apartmyent 2t 2 oroo,2022,52,6,KHan-Uul,YAarmag,2.45,YAarmag,Yarmag
5125,"Artsat 2, newt salkhilakh 3 oroo",2022,74,4,KHan-Uul,YAarmag,2.45,YAarmag,Yarmag
5651,Zuun 4 zamd gyals towiin zuun tald 80.5 mkw 3 oroo,2010,80.5,9,Bayanzurkh,Busad,2.45,Zuun 4 zam,Zuun 4 zam
6116,Orchlon ii khotkhond 2 oroo,2023,47,3,Songino KHairkhan,Busad,2.45,Orchlon,10-r khoroolol
1721,Bayanzurkh duurgiin khajuud 2 oroo bair,2016,66,5,Bayanzurkh,Busad,2.45,BZD,Officer
1219,Artsat 2 khotkhond 3n oroo,2023,114.09,16,KHan-Uul,YAarmag,2.449995617,YAarmag,Yarmag
6243,Nisekh khuree khotkhond 3 oroo oron suuts,2021,64.25,3,KHan-Uul,Nisekh,2.449961089,Nisekh,Nisekh
7450,YAarmagt bairlakh artsat apartmyent-2 khotkhond tsoo shine 2 oroo oron suuts,2022,56.74,16,KHan-Uul,Busad,2.449770885,Artsat apartment 2,Yarmag
3672,Nisekh buyant ukhaa 2t 3 oroo bair,2017,68.59,4,KHan-Uul,Nisekh,2.449336638,Nisekh,Nisekh
4835,Buyant ukhaa 2 khoroolold khagas tawilgatai 3 oroo,2017,68.59,9,KHan-Uul,Nisekh,2.449336638,Nisekh,Nisekh
898,TSergiin khotkhond 1 oroo bair,2016,24.5,12,Songino KHairkhan,5 shar,2.448979592,5 shar,5 shar
2869,1oroo bair,2016,24.5,12,Songino KHairkhan,Tolgoit,2.448979592,Tolgoit,Tolgoit
5264,1 oroo bair,2019,49,5,Bayangol,Altai khotkhon,2.448979592,Altai khotkhon,Altai khotkhon
5928,3-r emnelgiin khajuud 2 oroo,1996,49,1,Bayangol,10-r khoroolol,2.448979592,10-r khoroolol,10-r khoroolol
6272,Buyant ukhaa 2khotkhon 2oroo,2016,49,5,KHan-Uul,YAarmag,2.448979592,YAarmag,Yarmag
6301,Skhd tolgoit 24.5m2 1 oroo bair,2015,24.5,12,Songino KHairkhan,Tolgoit,2.448979592,Tolgoit,Tolgoit
6765,"10-r khoroolol, suwilakhuin surguuliin zuun tald 2 oroo bair",2009,49,1,Bayangol,Busad,2.448979592,10-r khoroolol,10-r khoroolol
768,Naran villa 1 uruu bair,2022,29,12,KHan-Uul,YAarmag,2.448275862,YAarmag,Yarmag
1316,16-r khoroolold 1 oroo bair,2022,38,11,Bayanzurkh,16-r khoroolol,2.447368421,16-r khoroolol,Tsaiz
1354,Baganat khoroolold 1 oroo bair,2022,38,11,Bayanzurkh,16-r khoroolol,2.447368421,16-r khoroolol,Tsaiz
6783,Zuun dorwon zamd 3 oroo bair,2010,80.5,3,Bayanzurkh,Zuun 4 zam,2.447204969,Zuun 4 zam,Zuun 4 zam
7753,11-r khoroolold 3 oroo bair,1998,94,8,Sukhbaatar,11-r khoroolol,2.446808511,11-r khoroolol,11-r khoroolol
6834,KHanbogd khoroolold 2 oroo bair 56m2,2020,56,6,KHan-Uul,YAarmag,2.446428571,YAarmag,Yarmag
2156,Nisekhed 4 oroo bair,2022,91.08,12,KHan-Uul,Nisekh,2.445103206,Nisekh,Nisekh
403,Kino uildwert 2 oroo bair,2023,45,4,Bayanzurkh,15-r khoroolol,2.444444444,15-r khoroolol,Jukov
3359,Nisekhed 36mkw 2 oroo bair,2023,36,6,KHan-Uul,Nisekh,2.444444444,Nisekh,Nisekh
6849,Bzd tsaiz 16,2022,42.99,1,Bayanzurkh,16-r khoroolol,2.442428472,16-r khoroolol,Tsaiz
2380,2 -oroo bair,1999,52,2,Bayangol,6-r bichil,2.442307692,6-r bichil,"3, 4-r khoroolol"
4387,10-r khoroolold 2oroo,2008,52,2,Bayangol,10-r khoroolol,2.442307692,10-r khoroolol,10-r khoroolol
258,Green art khotkhond 2 oroo,2021,49.14,4,KHan-Uul,YAarmag,2.442002442,YAarmag,Yarmag
3862,"Bzd,tsaiz zakhыn khoino 105 saya 2 oroo",2022,43,1,Bayanzurkh,SHar khad,2.441860465,SHar khad,Tsaiz
4772,Goldyen park 2oroo bair,2012,43,3,Bayangol,10-r khoroolol,2.441860465,10-r khoroolol,10-r khoroolol
5196,Dolgoon nuurt 2 oroo,2020,51.4,2,Bayanzurkh,Dolgoon nuur,2.441634241,Dolgoon nuur,Dolgoon nuur
4327,KHanbogd khoroolold 2 oroo,2019,59.4,1,KHan-Uul,Busad,2.441077441,Khan bogd,Yarmag
1573,15-r khoroolold 60.26m2 3 oroo bair,1990,60.26,2,Bayanzurkh,15-r khoroolol,2.43942914,15-r khoroolol,Jukov
1975,Bogd ar khoroolold 3 oroo,2014,69.7,13,Bayangol,Tomor zam,2.43902439,Tomor zam,Tomor zam
2243,Tulga khotkhond 1 oroo bair,2016,31.98,6,Bayanzurkh,Sansar,2.43902439,Sansar,Sansar
7196,Bzd-n khoino gal tusdaa 1 oroo bair,2017,41,5,Bayanzurkh,Busad,2.43902439,BZD,Officer
5612,Buyant ukhaa 2 khotkhond 2 oroo bair,2017,49.23,5,KHan-Uul,Nisekh,2.437538087,Nisekh,Nisekh
6253,Buyant-ukhaa 2t 2 oroo bair,2018,49.23,5,KHan-Uul,Nisekh,2.437538087,Nisekh,Nisekh
5265,1 oroo bair,2018,32,11,Bayanzurkh,Amgalan,2.4375,Amgalan,Amgalan
5936,Modnы 2 gal togoo tusdaa 3 oroo,1999,80,8,Bayangol,"3, 4 khoroolol",2.4375,"3, 4 khoroolol","3, 4-r khoroolol"
6830,Bzd 15-r khoroolol gal togoo tusdaa 3 oroo 80m2,1991,80,2,Bayanzurkh,15-r khoroolol,2.4375,15-r khoroolol,Jukov
4016,"Skhd-n khajuud orchlon khoroolol 40,23m 2oroo bair",2012,40.23,11,Songino KHairkhan,21-r khoroolol,2.43599304,21-r khoroolol,21-r khoroolol
2008,3 oroo bair,1993,78,8,Bayangol,"3, 4 khoroolol",2.435897436,"3, 4 khoroolol","3, 4-r khoroolol"
3398,5 shard 2 oroo oron suuts,2013,39,1,Songino KHairkhan,5 shar,2.435897436,5 shar,5 shar
3656,Tomor zam bogd ar khoroolold 1 oroo,2005,39,4,Bayangol,Tomor zam,2.435897436,Tomor zam,Tomor zam
3885,Bogd ar khotkhond 1 oroo oron suuts,2008,39,1,Bayangol,Tomor zam,2.435897436,Tomor zam,Tomor zam
7369,Tomor zamd 1 oroo,2010,39,4,Bayangol,Bogd-Ar,2.435897436,Bogd-Ar,Tomor zam
6048,"Altai khotkhon, khos orgoo 2-t 2 oroo bair",2013,47.23,4,Bayangol,Altai khotkhon,2.434893076,Altai khotkhon,Altai khotkhon
6438,Altai khotkhon dotorkh khos orgoo 2t 2 oroo oron suuts,2015,47.23,4,Bayangol,Altai khotkhon,2.434893076,Altai khotkhon,Altai khotkhon
208,Garden 16 khotkhond 2 oroo,2023,44.77,16,Bayanzurkh,16-r khoroolol,2.434666071,16-r khoroolol,Tsaiz
7623,Nisekh buyant ukhaa1-d 1 oroo bair,2023,28.8,7,KHan-Uul,Nisekh,2.430555556,Nisekh,Nisekh
5036,Wizard 4oroo 107.4m2,2012,107,6,KHan-Uul,Busad,2.429906542,Wizard,Zaisan
503,Sapporogiin arыn 2 bairand gal togoo tusdaa 3 oroo,1989,70,2,Songino KHairkhan,1-r khoroolol,2.428571429,1-r khoroolol,1-r khoroolol
6908,Bzduuregt 3n oroo oron suuts,2018,55.6,5,Bayanzurkh,Ofitsyer,2.428057554,Ofitsyer,Officer
3014,KHangarid siti-2 khotkhond 3 oroo,2022,65.92,2,KHan-Uul,YAarmag,2.427184466,YAarmag,Yarmag
6135,"KHud, udirdlagыn akadyemыn urd gal togoo tusdaa 3 oroo bair",2008,103,5,KHan-Uul,Busad,2.427184466,Akademi,Udirdlagiin akademi
6268,Udirdlagыn akadyemыn urd gal togoo tusdaa 3 oroo,2008,103,5,KHan-Uul,Busad,2.427184466,Akademi,Udirdlagiin akademi
2355,Wiwa siti,2014,30.5,2,KHan-Uul,YAarmag,2.426229508,YAarmag,Yarmag
6817,16 khoroolol 1oroo bair,2013,33,12,Bayanzurkh,16-r khoroolol,2.424242424,16-r khoroolol,Tsaiz
6259,Jukowыn tarwalin khotkhond 1 oroo,2015,39.2,1,Bayanzurkh,15-r khoroolol,2.423469388,15-r khoroolol,Jukov
5775,Ofitsyert. khorgo khotkhon 2 oroo bair,2014,47.5,9,Bayanzurkh,16-r khoroolol,2.421052632,16-r khoroolol,Tsaiz
1525,YAarmagt shine orgoo khoroolold 62m2 2oroo bair,2016,62,1,KHan-Uul,YAarmag,2.419354839,YAarmag,Yarmag
7343,21 khoroolold shine moroodol khotkhond 31 mk 1 oroo bair,2015,31,7,Songino KHairkhan,21-r khoroolol,2.419354839,21-r khoroolol,21-r khoroolol
1848,TSaizad 2 oroo 43mk bair,2022,43,1,Bayanzurkh,16-r khoroolol,2.418604651,16-r khoroolol,Tsaiz
3974,10 khoroolold 2 oroo bair,1990,60,6,Bayangol,10-r khoroolol,2.416666667,10-r khoroolol,10-r khoroolol
5828,Zaisand 298mkw 4 oroo bair,2018,298,5,KHan-Uul,Zaisan,2.416107383,Zaisan,Zaisan
3353,"Bzd, kino uildweriin khoino 56m2 2 oroo bair",2018,56,1,Bayanzurkh,15-r khoroolol,2.415,15-r khoroolol,Jukov
6189,10-n buudald 3 oroo bair,1995,41,4,Bayangol,5 shar,2.414634146,5 shar,5 shar
2963,10r khoroolold 2 oroo bair,1990,58,2,Bayangol,10-r khoroolol,2.413793103,10-r khoroolol,10-r khoroolol
3092,21r khoroolold 1 oroo bair,2015,29,7,Songino KHairkhan,21-r khoroolol,2.413793103,21-r khoroolol,21-r khoroolol
6686,2 oroo bair,1990,58,7,Bayangol,Tomor zam,2.413793103,Tomor zam,Tomor zam
6998,2 oroo bair,1990,58,7,Bayangol,Tomor zam,2.413793103,Tomor zam,Tomor zam
556,Artsat orgoo apartmyent 2oroo,2022,53,5,KHan-Uul,Busad,2.413584906,Artsat orgoo,Yarmag
5345,SHurt khotkhon 2 oroo bair,2022,42.29,5,KHan-Uul,Nisekh,2.411917711,Nisekh,Nisekh
1563,Ogoomor khotkhond 3 oroo bair,2021,85,12,Bayanzurkh,Ogoomor zakhыn zuun,2.411764706,Ogoomor zakhыn zuun,Ogoomor zakh
2308,YAarmag khanbogd khoroolold 73mkw 3 oroo oron bair,2015,73,2,KHan-Uul,YAarmag,2.410958904,YAarmag,Yarmag
5694,3 oroo 56m2,2013,56,3,Bayangol,Busad,2.410714286,0,#N/A
5835,Mogul tound 3 oroo,2014,83,10,KHan-Uul,Zaisan,2.409638554,Zaisan,Zaisan
7637,Bzd-t 2 oroo,2023,38,3,Bayanzurkh,Busad,2.409473684,BZD,Officer
3378,Zuun ail soyombo khotkhond 2 oroo,2018,62,2,Sukhbaatar,100 ail,2.407741935,100 ail,100 ail
6223,100 aild tawilgatai 2 oroo,2016,62,2,Sukhbaatar,100 ail,2.407741935,100 ail,100 ail
